acid,epoxide,tg
COCOc1ccc(NC(=O)C(CCC(=O)O)CCC(=O)O)cc1,CCCOc1cc(OC)ccc1C(=O)NCc1ccc(OCC2CO2)c(OCC2CO2)c1,349.1457
O=C(O)CC(NC(=O)c1ccccc1NC(=O)c1ccccc1)C(=O)O,Cc1ccc(CC(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1C,395.9745
COc1ccc(C=NNc2cccc(C(=O)O)c2)c(OCC(=O)O)c1,COCCOc1ccc(CNC(=O)C=Cc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,360.2468
CC(C)C(C(=O)O)C(=O)O,COCCOc1cc(C)ccc1NC(=O)c1cccc(OCC2CO2)c1OCC1CO1,364.8959
O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)C2CC(OCc3ccccc3)C2)cc1,c1cncc(NCc2ccc(OCC3CO3)c(OCC3CO3)c2)c1,386.2044
O=C(O)COCC(=O)Nc1ccccc1N1CCC(COCC(=O)O)CC1,O=C(NCCc1ccc(N2CCCCC2)cc1)c1ccc(OCC2CO2)cc1OCC1CO1,364.382
O=C(O)COCC(COCC(=O)O)NCc1ccc(OCc2ccccc2)cc1,CN(Cc1cccc(OCC2CO2)c1)C(=O)c1cncc(OCC2CO2)c1,338.317
O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)c2ccccc2OCc2ccncc2)cc1,O=C(CCc1ccc(OCC2CO2)cc1)Nc1ncccc1OCC1CO1,409.5175
CN1CCN(Cc2cccc(C(=O)N(CCOCCOCC(=O)O)CCOCC(=O)O)c2)CC1,O=C(NCCCNC(=O)C1CCC1)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,334.3618
Cc1nn(CCOCC(=O)O)c(C)c1CNCc1ccccc1COCC(=O)O,COc1ccc(OCCOC(=O)c2cc(OCC3CO3)c3ccccc3c2OCC2CO2)cc1,329.1368
O=C(O)CCN(CCC(=O)O)C(=O)Cn1cnc2ncccc2c1=O,O=C(NCCC1CO1)C(CC1CO1)c1ccccc1,379.2382
COc1ccccc1NC(=O)CN1CCN(CC(=O)N(CCC(=O)O)CCC(=O)O)CC1,O=C(NCCCCCc1ccccc1)NC(COCC1CO1)COCC1CO1,336.1721
COc1ccc(CC(CC(=O)O)C(=O)O)cc1,O=C(NCC1CO1)Nc1ccc(NC(=O)C(=O)NCc2ccc(OCC3CO3)cc2)cc1,429.9978
O=C(O)COCCOCCCNC(=O)COCC(=O)O,Cc1ccc(C(=O)C=Cc2cccc(OCC3CO3)c2)c(OCC2CO2)c1,307.4174
Cc1cc(C)cc(NC(=O)CN(CCC(=O)O)CCC(=O)O)c1,CC(C)c1ccc(C(=O)N2CCN(C(=O)c3cccc(OCC4CO4)c3)CC2)c(OCC2CO2)c1,395.6436
O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)C(=O)NCC2(CO)CCC2)cc1,CN(CCNC(=O)c1ncccc1OCC1CO1)C(=O)c1ccccc1OCC1CO1,384.7029
O=C(O)CCCCC(=O)O,CCN(Cc1ccc(OC)c(OC)c1)C(=O)CN(CC1CO1)CC1CO1,297.9949
CC(C)Cc1ccc(C(=O)CCC(=O)NC(COCC(=O)O)COCC(=O)O)cc1,COc1ccccc1Oc1ccc(NC(=O)N(CC2CO2)CC2CO2)cc1,391.058
O=C(O)COCCOc1cccc(OCCOCC(=O)O)c1,c1cc(COc2ccc(CN(CC3CO3)CC3CO3)cc2)ccn1,317.5134
CC(=O)Nc1ccc(CNC(=O)C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)cc1,Cc1cccc(NCCNC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)n1,429.4115
O=C(O)CCC(CCC(=O)O)C(=O)NC1CCC(Nc2ncccn2)CC1,O=C(NCc1cccc(OCC2CO2)c1)c1ccc(C(=O)c2cccc(OCC3CO3)c2)cc1,421.6562
O=C(O)CCCC(=O)NC1CCN(CC(=O)NCCC(=O)O)CC1,O=C(NC1(c2ccccc2)CCCC1)c1ccc(OCC2CO2)cc1OCC1CO1,385.2859
CCCn1ncc(C(=O)N(CCC(=O)O)CCC(=O)O)c1C1CC1,COC(=O)c1ccc(CN(C)C(=O)c2cccc(OCC3CO3)c2OCC2CO2)cc1,346.9663
O=C(O)CCCn1cc(C(=O)NCCNCCC(=O)O)nn1,O=C(c1ccc(OCC2CO2)cc1)N1CCN(c2cc(OCC3CO3)ncn2)CC1,384.6354
CC(=O)Nc1ccc(NC(=O)C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)cc1C,O=C(Cn1cc(C(=O)O)c2ccccc21)NCc1ccc(OCC2CO2)cc1OCC1CO1,432.9212
CN1CCN(Cc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)CC1,O=C(CN(CCOCC1CO1)CCOCC1CO1)Nc1ccc(N2CCCC2)cc1,331.5741
COc1ccc(C(=O)N2CCC(CCCOCC(=O)O)CC2)cc1OCCOCC(=O)O,COCC(=O)Nc1ccc(OC(=O)c2ccc(C)c(OCC3CO3)c2OCC2CO2)cc1,365.2622
Cn1cnc2cc(CNC(=O)C(CCC(=O)O)CCC(=O)O)ccc21,CCOc1ccc(OCC(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,347.2903
COc1ccc2c(c1)C=C(C(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1)CO2,O=C(Cc1cccc(OCC2CO2)c1)Nc1ncccc1OCC1CO1,404.7847
O=C(O)Cc1ccccc1NC(=O)CC1(C(=O)O)CCCC1,CNC(=O)CCNC(=O)C(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,423.6509
Cc1cccc(C)c1CC(=O)NCCNCC(=O)N(CCC(=O)O)CCC(=O)O,CCc1ccc(C(C)(c2ccc(OCC3CO3)cc2)c2ccc(OCC3CO3)cc2)cc1,359.7693
Cc1cccc(N(CCCOCC(=O)O)CCCOCC(=O)O)c1,Cc1ccc(NC(=O)c2cccc(OCC3CO3)c2OCC2CO2)cc1NC(=O)C(C)(C)C,335.7006
COCc1cccc(CNC(CCC(=O)O)C(=O)O)c1,COc1cc(OCC(=O)N(CC2CO2)CC2CO2)ccc1C=O,370.9171
O=C(O)CCNCCCNC(=O)Cc1ccc(OCCC(=O)O)cc1,COc1cc(CNC(=O)C(CC2CO2)CC2CO2)ccc1OCCO,336.0989
O=C(O)CCOCc1nnc(N2CCCCCCC2)n1CCC(=O)O,O=C(c1cccc(OCC2CO2)c1)N1Cc2ccc(OCC3CO3)cc2C1,370.7443
O=C(O)CCN(CCC(=O)O)C(=O)CN(Cc1ccccc1)CC1(O)CCCC1,COCCOc1cccc(NC(=O)c2c(OCC3CO3)cccc2OCC2CO2)c1,375.8454
Cc1ccc(CC(=O)OCC(=O)N(CCC(=O)O)CCC(=O)O)cc1C,N#CCCNC(=O)c1c(OCC2CO2)cccc1OCC1CO1,388.9027
N#Cc1ccc(OCC(=O)Nc2ccc(COCC(=O)O)c(COCC(=O)O)c2)cc1,CC(C)c1ccccc1NC(=O)c1cc(OCC2CO2)cc(OCC2CO2)n1,401.458
CC1CN(c2ccc(C(=O)O)cc2)CCN1C(=O)NCCC(=O)O,CCc1ccccc1NN=C(C)c1cc(OCC2CO2)cc(OCC2CO2)c1,385.0691
O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)C(=O)NCC(=O)NC2CCCC2)cc1,O=C(NCCNc1cccnc1)c1c(OCC2CO2)cccc1OCC1CO1,400.1024
O=C(O)COCCCN(CCOCC(=O)O)CC(=O)Nc1ccccc1C(=O)NCc1ccco1,O=C(COc1ccc(COCC2CO2)cc1)NCc1ccccc1COCC1CO1,323.2444
O=C(O)CCN(CCC(=O)O)C(=O)C(=O)NCCn1c(=O)oc2ccccc21,Cc1cc(NC(=O)Cc2cccc(OCC3CO3)c2)cc(OCC2CO2)c1,359.7892
O=C(O)CCN(CCC(=O)O)CC1CCC(=O)CC1,CC(OC(=O)c1ccc(NC(=O)c2ccccc2)cc1)C(=O)N(CC1CO1)CC1CO1,372.5887
CN(C(=O)CCCCC(=O)O)C(C)(C)CNC(=O)CCCCC(=O)O,CC(=O)c1ccc(OCC2CO2)c(NC(=O)C=Cc2cccc(OCC3CO3)c2)c1,327.5401
O=C(O)COc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(OCC(=O)O)cc3)cc2)cc1,COc1ccccc1NC(=O)c1ccc(NC(=O)NC(COCC2CO2)COCC2CO2)cc1,414.1962
O=C(O)CCN(CCC(=O)O)C(=O)CC1CCC1,CN(CCCCCCN(C)Cc1ccccc1OCC1CO1)Cc1ccccc1OCC1CO1,293.1905
O=C(O)CCN(CCC(=O)O)C(=O)CN1CCCc2ccccc21,Cc1ccc(NC(=O)CCc2cccc(OCC3CO3)c2)c(OCC2CO2)n1,363.2636
Cc1cc(CNCc2cnn(C)c2C(=O)O)ccc1C(=O)O,O=C(NC1CCCc2ccccc21)c1ccc(OCC2CO2)cc1OCC1CO1,393.3537
CC(C)N(C)C(=O)CNCCNC(=O)C(CCC(=O)O)CCC(=O)O,CCOC(=O)CN(Cc1ccccc1OCC1CO1)C(=O)c1cc(OC)ccc1OCC1CO1,323.1024
N#Cc1ccc(NCCCOCC(=O)O)c(COCC(=O)O)c1,Cc1cccc(OCCC(=O)NCc2ccc(OCC3CO3)cc2OCC2CO2)c1C,340.8773
CCCCCCCCC(COCC(=O)O)COCC(=O)O,Cc1ccc(CC(=O)Nc2ccccc2OCC2CO2)cc1OCC1CO1,318.4946
CN(C)C(=O)c1ccc(CNC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)cc1,Cc1nc(CNC(=O)c2cccc(OCC3CO3)c2OCC2CO2)nc2ccccc12,408.7236
O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)Nc2ccn(CCc3ccncc3)n2)cc1,O=C(CCCCCC(=O)Nc1ccc(OCC2CO2)nc1)Nc1ccc(OCC2CO2)nc1,376.9838
O=C(O)CCC(CCC(=O)O)C(=O)Nc1ccc(N2CCCCC2)cn1,CCOc1cccc(CNCc2cc(C)ccc2OCC2CO2)c1OCC1CO1,328.9677
COCc1cccc(OCC(=O)N(CCC(=O)O)CCC(=O)O)c1,Cc1ccc(NC(=O)C(=O)NCc2cccc(OCC3CO3)c2)c(OCC2CO2)n1,383.2586
COc1cc(NC(=O)NC2(C(=O)O)CCC(C(=O)O)CC2)cc(OC)c1OC,O=C(NCCC1CC(O)C1)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,422.8571
Cn1c(CCN(CCCOCC(=O)O)CCOCC(=O)O)nc2ccccc21,O=C(NCCc1ccccn1)c1cccc(OCC2CO2)c1OCC1CO1,320.724
O=C(O)CCN(CCC(=O)O)C(=O)COC(=O)c1cn2ccccc2n1,CCC(=O)Nc1cccc(CNC(=O)C(CC2CO2)CC2CO2)c1,418.1802
CNC(=O)CNC(=O)C(CCC(=O)O)CCC(=O)O,O=C(COc1ccc2oc3ccccc3c2c1)N(CC1CO1)CC1CO1,380.5129
COc1ccc(N(CC(=O)O)CC(=O)Nc2ccc(C(=O)O)c(C)c2)cc1,Cc1ccc(C(=O)NCCN2CCN(c3ccccc3)CC2)c(OCC2CO2)c1OCC1CO1,386.7895
CN(CCCCCCC(=O)O)C(=O)C(=O)N(CCC(=O)O)CCc1ccccc1,O=C(COCC1CO1)Nc1cccc(NCc2ccc(COCC3CO3)o2)c1,337.3153
Cc1ccccc1OCCCN(C)C(=O)C(CCC(=O)O)CCC(=O)O,Cc1ccc(C(=O)NCCC(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c(O)c1,404.1333
COc1ccc(CNC(=O)C(CCC(=O)O)CCC(=O)O)c(OC)c1OC,O=C(COCC1CO1)N1CCC(CNCCCC2CO2)CC1,317.93
CCc1ccc(NC(=O)C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)cc1CC,COc1cc(C(=O)OCC(=O)Nc2ccc(OCC3CO3)cc2)ccc1OCC1CO1,429.6342
CCN(CC(=O)O)C(=O)C1(C(=O)O)CCCCCC1,O=C(C=Cc1ccc(OCC2CO2)c(OCC2CO2)c1)NCc1ccc(C(=O)N2CCOCC2)cc1,379.6509
CC(=O)c1ccccc1NC(=O)CCCN(CCOCC(=O)O)CCOCC(=O)O,O=C(O)CCOc1cccc(C=CC(=O)c2cc(OCC3CO3)ccc2OCC2CO2)c1,349.6808
O=C(O)CCC(CCC(=O)O)C(=O)N1CCCN(CC2CCC2)CC1,CN(Cc1cccc(N(C)C)c1)C(=O)c1cccc(OCC2CO2)c1OCC1CO1,332.2898
CN(C)CCN(CC(=O)O)C(=O)CCc1ccc(C(=O)O)cc1,COc1ccc(CC(=O)N2CCc3ccc(OCC4CO4)cc3CC2)cc1OCC1CO1,353.7541
Cc1cc(COc2ccc(C=CC(=O)c3ccc(CC(=O)O)cc3)cc2)oc1C(=O)O,Cc1cccc(OCCOC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)c1,371.1167
O=C(O)c1cc(C(=O)O)c(COc2ccccc2)o1,COc1cc(C)c(CNCc2ccc(C(=O)O)cc2OCC2CO2)cc1OCC1CO1,384.6434
Cc1cc2c(cc1NCC(=O)N(CCC(=O)O)CCC(=O)O)OCO2,NC(=O)COc1ccccc1C(=O)N(CC1CO1)CC1CO1,369.8584
CC(C)Oc1cc(C(N)=O)ccc1NCC(=O)N(CCC(=O)O)CCC(=O)O,CCc1ccc(OCC2CO2)c(C(=O)NCc2cc(C)nc(OCC3CO3)c2)c1,408.8301
O=C(O)CCN(CCC(=O)O)C(=O)C(=O)NCCCn1cnc2ccccc21,Cc1cc(OCC2CO2)ccc1NC(=O)c1cc(CC(C)C)nc(OCC2CO2)c1,380.807
CCOC(=O)c1cn(CC)nc1NC(=O)N(CCC(=O)O)CCC(=O)O,CCC(NC(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1ccc(C)cc1,415.1676
CCCCCCN(C)CC(=O)NC(COCC(=O)O)COCC(=O)O,Cc1cc(C)n(CCCNC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)n1,320.2144
CC(C)(CC(=O)O)CC(=O)N(CCNCCC(=O)O)CCc1ccccc1,Cc1cc(NC(=O)C(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)no1,350.417
Cc1cc(C)cc(OCC(=O)NC(COCC(=O)O)COCC(=O)O)c1,O=C(Nc1ccccc1OCC1CO1)C1CCN(Cc2ccc(OCC3CO3)cc2)CC1,368.3298
O=C(O)COCC(COCC(=O)O)NC(=O)Nc1ccc(C2CC2)cc1,COc1cc(CC(=O)NCc2cccnc2OCC2CO2)ccc1OCC1CO1,347.4058
O=C(O)CC(CC(=O)c1ccc(O)cc1)C(=O)O,NCCCc1ccc(OCC(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,327.711
O=C(O)CCC(CCC(=O)O)C(=O)N1CCc2ncccc21,COc1cc(NC(=O)c2cc(Oc3ccccc3)ccc2OCC2CO2)cc(OCC2CO2)c1,408.0545
CCCOc1ccc(NC(=O)N(CCC(=O)O)CCC(=O)O)cc1OC,CCCn1c(CN(CC2CO2)CC2CO2)nc2ccccc21,345.0458
O=C(O)COCCOCCN(CCOCC(=O)O)Cc1ccncc1,Cc1cc(NC(=O)CNC(=O)c2cccc(OCC3CO3)c2)cc(C)c1OCC1CO1,333.1851
CN(Cc1cccc(N(C)C)c1)C(=O)C(CCC(=O)O)CCC(=O)O,CC(=O)Nc1ccc(NC(=O)NC(COCC2CO2)COCC2CO2)cc1,389.5937
CC(CNC(=O)c1ccc(OCC(=O)O)cc1)C(=O)O,N#Cc1cc(OCC2CO2)cc(C(=O)N2CCN(c3ccccc3OCC3CO3)CC2)c1,393.2225
Cc1ccccc1CC(=O)NCCNCC(=O)N(CCC(=O)O)CCC(=O)O,Cc1ccc(CC(=O)N2CCN(Cc3ccc(OCC4CO4)cc3)CC2)cc1OCC1CO1,344.555
CCn1cc(NC(=O)C(CCC(=O)O)CCC(=O)O)c(C(N)=O)n1,CC(C)(C)OC(=O)c1ccc(C(=O)Nc2cc(COCC3CO3)cc(COCC3CO3)c2)cc1,409.5426
CN(CCCC(=O)O)C(=O)NCC1(CC(=O)O)CCCC1,O=C(CNC(=O)NC1CCN(CC2CO2)CC1)NCC1CO1,349.8991
COc1cc(COCC(=O)O)ccc1C(=O)NCC=CCOCC(=O)O,O=C(NCC(Cc1ccccc1)c1ccccc1)c1ccc(OCC2CO2)cc1OCC1CO1,353.331
CCOCc1cccc(NC(=O)C(CCC(=O)O)CCC(=O)O)c1,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)NC1CCCC1,420.8826
Cc1ncccc1CC(=O)NCCCNCC(=O)N(CCC(=O)O)CCC(=O)O,COCCOC(=O)c1cccc(OCC2CO2)c1OCC1CO1,299.9919
O=C(O)COCCCNC(=O)c1cccc(C(=O)NCCCOCC(=O)O)c1,CN(OCc1ccccc1)C(=O)c1ccc(OCC2CO2)cc1OCC1CO1,365.2982
CC(C)Oc1c(N)cccc1C(=O)OCC(=O)N(CCC(=O)O)CCC(=O)O,Cc1cc(NC(=O)c2cc(OCC3CO3)c3ccccc3c2)nc(OCC2CO2)c1,393.6359
O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(OCc2ccncc2)cc1,CCCc1cc(OCC2CO2)c(CCC)cc1OCC1CO1,343.1509
Cn1ccc(CC(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)n1,CC(C)(C)CC(=O)NCc1ccc(OCC2CO2)c(OCC2CO2)c1,374.187
Cc1cccc(C)c1C(=O)N(CCOCCOCC(=O)O)CCOCC(=O)O,c1ccc(N2CCN(CCCN(CCCOCC3CO3)CCOCC3CO3)CC2)cc1,303.7337
CC(=O)Nc1ccc(C)c(C(=O)NC(COCC(=O)O)COCC(=O)O)c1,O=C(NCCCCOCc1ccccc1)C(CC1CO1)CC1CO1,369.9912
CCOc1ccccc1N1CCN(C(=O)C(CCC(=O)O)CCC(=O)O)CC1,CCCOc1ccccc1NC(=O)c1cc(OCC2CO2)cc(OCC2CO2)n1,374.8783
CC(C)(C)OC(=O)CNC(=O)CN(CCC(=O)O)CCC(=O)O,Cc1ccc(OCC2CO2)cc1NC(=O)c1cc(Oc2ccccc2)ccc1OCC1CO1,366.6244
O=C(O)CCC(CCC(=O)O)C(=O)N(CCO)C1CC1,Cc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1O,352.0529
O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)C(=O)NCCN2CCCCCC2)cc1,O=Cc1cc(OCC2CO2)cc(OCC2CO2)c1,355.6781
O=C(O)CCN(CCC(=O)O)C(=O)COC(=O)c1cccc(OC2CCCC2)c1,Cc1cccc2c1N(C(=O)c1ccc(OCC3CO3)cc1OCC1CO1)CC2,376.6368
CCN(CCC(=O)O)Cc1ccc(N2CCC(C(=O)O)CC2)o1,O=C(Nc1ccc(Cc2ccncc2)cc1)c1cccc(OCC2CO2)c1OCC1CO1,373.4917
CC1(C)C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc21,CC(C)COc1ncccc1C(=O)NCc1ccc(OCC2CO2)cc1OCC1CO1,386.8779
CC(=NNc1ccc(CC(=O)O)cc1)c1cccc(OCCCC(=O)O)c1,COc1ccc(COCCNC(=O)c2cc(OCC3CO3)cc(OCC3CO3)n2)cc1,321.9582
CC(=O)NCC(=O)N1CCc2cc(C(=O)N(CCC(=O)O)CCC(=O)O)ccc21,O=C(CCC(=O)NC1CCCC1)NCc1ccc(OCC2CO2)c(OCC2CO2)c1,370.4834
COc1ccc2cc(CNC(=O)N(CCC(=O)O)CCC(=O)O)ccc2c1,CCCOc1ccc(NC(=O)Nc2ccc(COCC3CO3)c(COCC3CO3)c2)cc1C,370.4342
Cc1cc(NC(=O)C(CCC(=O)O)CCC(=O)O)ccc1N1CCOCC1=O,COCCN(CC1CO1)C(=O)CCC1CO1,380.1182
CC(C)n1ccc(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)n1,CCCN(CCCN(C)C)C(=O)c1ccc(OCC2CO2)cc1OCC1CO1,373.2621
CN(C(=O)Cc1ccc(NC(=O)C(CCC(=O)O)CCC(=O)O)cc1)c1ccccc1,O=C(c1ccc(OCC2CO2)cc1)C1CCN(c2ccnc3c(OCC4CO4)cccc23)CC1,425.0646
COc1cc(C)ccc1CN(CCOCC(=O)O)CCOCC(=O)O,CC(=O)c1cccc(C(=O)OCC(=O)N(CC2CO2)CC2CO2)c1,320.9509
O=C(O)COCCc1cccc(NC(=O)c2ccc(CN3CCC(COCC(=O)O)CC3)cc2)c1,Cc1ncc(NC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)cn1,407.3431
CC(C)Oc1ccc(CCNC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)cc1,CN(CCOCC1CO1)C(=O)c1ccc(OCCCOCC2CO2)cc1,313.2189
COc1cc(CCC(=O)O)ccc1OCC(=O)NCCNC(=O)CC(=O)O,COc1cc(CNC(=O)C(CC2CO2)CC2CO2)ccc1OCCO,359.7815
O=C(O)CCCOCC(=O)NCC1CCC(CNC(=O)CCCC(=O)O)CC1,O=C(NCc1ccc(OCC2CO2)c(OCC2CO2)c1)c1ccc(CN2CCCC2)cc1,328.7172
O=C(O)CCCCC(=O)NC(CCC(=O)O)Cc1ccccc1,O=C(NCc1ccc(OCC2CO2)nc1)c1cccnc1OCC1CO1,354.4788
O=C(O)CCOCCN1CCN(C(=O)COCCC(=O)O)CC1,C(CCN1CCC(CCCOCC2CO2)CC1)COCC1CO1,277.0381
O=C(O)CCN(CCC(=O)O)C(=O)NCCc1cn2ccccc2n1,O=C(Nc1ccc(OCC2CO2)cc1)C1CCN(C(=O)c2ncccc2OCC2CO2)CC1,410.0842
O=C(O)COCCCn1c(NCCOCC(=O)O)nc2ccccc21,O=C(c1ccc(N2CCOCC2)cc1)N(CC1CO1)CC1CO1,370.3976
CN1CCN(Cc2ccc(C(=O)Nc3ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc3)cc2)CC1,Cc1ccc(OCCNC(=O)N(CC2CO2)CC2CO2)c(C)c1,376.3711
O=C(O)CCN(CCC(=O)O)C(=O)C(=O)NCCN1CCc2ccccc2C1,O=C(NCCC1CO1)Nc1ccccc1CCC1CO1,373.2108
Cc1ccc(Oc2ccc(NC(=O)C(=O)N(CCOCC(=O)O)CCOCC(=O)O)cc2)cc1,COC(=O)c1cccc(NC(=O)c2ccc3ccc(OCC4CO4)cc3c2OCC2CO2)c1,407.2299
N#Cc1ccc(C(=O)O)nc1C=Cc1ccc(OCCC(=O)O)cc1,O=C(Nc1cnn(Cc2ccccc2)c1)c1cccc(OCC2CO2)c1OCC1CO1,402.481
CCCCCN(CCOCC(=O)O)C(=O)CN1CCC(COCC(=O)O)CC1,CCOc1ccc(NC(=O)COC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)cc1OCC,319.8708
CC(C)Oc1ccccc1CC(=O)NC(COCC(=O)O)COCC(=O)O,O=C(CCc1ccc(OCC2CO2)cc1)NC(C(=O)O)c1cccc(OCC2CO2)c1,384.9663
O=C(O)CCN(CCC(=O)O)C(=O)COC(=O)CC#Cc1ccccc1,Cc1cc(C(=O)Nc2cc(COCC3CO3)cc(COCC3CO3)c2)c2ccccc2n1,367.6374
CCCCN1CCC(CNC(=O)C(CCC(=O)O)CCC(=O)O)CC1,Cc1ccc(C(=O)Nc2ccc(NC(=O)c3ccccc3)nc2)c(OCC2CO2)c1OCC1CO1,431.227
O=C(O)COCCOc1cc(NC(=O)COc2ccc(COCC(=O)O)cc2)ccn1,CNC(=O)c1ccc(NC(=O)N(CC2CO2)CC2CO2)c(C)c1,410.8033
O=C(O)CCN(CCC(=O)O)C(=O)CCCn1cccn1,CCn1c(CNC(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)nc2ccccc21,329.7381
O=C(O)CCN(CCC(=O)O)C(=O)CN1CCC(OC2CCCC2)CC1,COc1ccc(NC(=O)c2cccc(NC(=O)c3cccc(OCC4CO4)c3OCC3CO3)c2)cn1,412.0282
COC(=O)c1cc(NC(=O)C(CCC(=O)O)CCC(=O)O)n(C)n1,O=C(CCC1CO1)N1CCN(C2CN(C(=O)CCC3CO3)C2)CC1,369.0133
Cc1c(NC(=O)C(=O)N2CCC(C)(C(=O)O)CC2)cccc1C(=O)O,COc1cccc(C(=O)Nc2ccc(C(=O)O)c(OCC3CO3)c2)c1OCC1CO1,442.3919
Cc1ccc(NC(=O)C(=O)NC(COCC(=O)O)COCC(=O)O)c(C)c1,O=C(CCC1CO1)NCCCNCC(=O)NC(=O)NCC1CO1,379.1379
COC(=O)c1ccc(N2CCCC2)c(NC(=O)C(CCC(=O)O)CCC(=O)O)c1,COc1ccc(C(=O)Nc2ccccc2C(=O)N(CC2CO2)CC2CO2)cc1,397.6127
CN(C(=O)COC(=O)C(CCC(=O)O)CCC(=O)O)C1CC1,CCc1ccnc(CNC(=O)C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c1,407.0143
CC(C)(CCC(=O)O)C(=O)NCC1CCN(CCC(=O)O)CC1,O=C(c1ccc2c(OCC3CO3)ncnc2c1)N1CCC(c2ccc(OCC3CO3)cc2)CC1,351.94
N#Cc1ccc(CN(C(=O)C(CCC(=O)O)CCC(=O)O)C2CC2)cc1,Cc1cccc(OCC2CO2)c1NC(=O)CCc1ccc(OCC2CO2)nc1,354.2377
COc1cc(NC(=O)C(CCC(=O)O)CCC(=O)O)c(C(N)=O)cc1OC,O=C(COc1ccccc1NC(=O)C(CC1CO1)CC1CO1)Nc1cccnc1,421.0316
N#Cc1ccc(NC(=O)NC(COCC(=O)O)COCC(=O)O)cc1,CCCN(Cc1ccccc1OCC1CO1)C(=O)Cc1ccc(OC)c(OCC2CO2)c1,372.1125
O=C(COc1cc(C(=O)O)cc(C(=O)O)c1)NC1CCCCC1,O=C(Cc1cncc(OCC2CO2)c1)N1CCc2ccc(OCC3CO3)cc2CC1,399.7497
O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)NCC2CCC2)cc1,CCN(CC)CCNC(=O)c1cccc(NC(=O)C(=O)N(CC2CO2)CC2CO2)c1,374.2294
Cc1ccccc1CN(C)C(=O)C(CCC(=O)O)CCC(=O)O,Cc1cncc(C(=O)N2CCN(CC(=O)N(CC3CO3)CC3CO3)CC2)c1,378.3923
COc1ccc(CNc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)cc1,COc1cc(C(=O)N2CCN(C(=O)C(=O)N(CC3CO3)CC3CO3)CC2)ccc1C,393.035
O=C(O)CCN(CCOCC1CCC1)CCC(=O)O,Cc1cc(C)c(CNC(=O)c2c(OCC3CO3)cccc2OCC2CO2)cn1,306.2777
O=C(O)CC(CC(=O)Nc1cccc(C(=O)O)c1)c1ccccc1,COc1ccc(NC(=O)CNC(COCC2CO2)COCC2CO2)cc1,379.3933
O=C(O)CCN(CCC(=O)O)C(=O)NCc1ncccn1,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)NC1CCCCC1,380.153
CCCn1c(CN(CCC(=O)O)CCC(=O)O)nc2ccccc21,Cc1cc(OCC2CO2)nc(N2CCN(Cc3cccc(OCC4CO4)c3)CC2)n1,336.6273
CN1CCN(C(=O)NCc2ccc(C(=O)O)cc2)CC(C(=O)O)C1,O=C(c1ccc(CN(CC2CO2)CC2CO2)cc1)N1CCCC1,396.7515
